Version0.1
33961,5,5343,(SpineBase,Tracked,-0.01871991,-0.3434211,2.135568,255.2172,266.0711),(SpineMid,Tracked,-0.03382725,-0.01767519,2.151534,252.6715,209.9697),(Neck,Tracked,-0.0486346,0.2975172,2.153133,250.14,156.1836),(Head,Tracked,-0.0453514,0.4377254,2.159865,250.7127,132.3768),(ShoulderLeft,Tracked,-0.2105523,0.1858214,2.124149,222.0238,174.8172),(ElbowLeft,Tracked,-0.2317278,-0.07659406,2.074914,217.4218,220.5136),(WristLeft,Tracked,-0.2462483,-0.2774738,1.977953,212.6444,258.5581),(HandLeft,Tracked,-0.2440823,-0.2925472,1.94726,212.3223,262.2301),(ShoulderRight,Tracked,0.1242539,0.1834182,2.160939,279.5525,175.7899),(ElbowRight,Tracked,0.1770408,-0.06310784,2.140754,288.7987,217.7776),(WristRight,Tracked,0.2253577,-0.2597215,2.046575,298.9253,253.6149),(HandRight,Tracked,0.2199203,-0.3044222,2.019797,298.4897,262.3946),(HipLeft,Tracked,-0.09552144,-0.3396689,2.087836,241.6179,266.773),(KneeLeft,Tracked,-0.1266758,-0.7021886,2.029114,235.3855,334.7489),(AnkleLeft,Tracked,-0.1257151,-0.8561571,2.122523,236.5552,355.9951),(FootLeft,Tracked,-0.1249853,-0.940921,2.080359,236.2465,374.0309),(HipRight,Tracked,0.05862686,-0.3350354,2.108171,268.6626,265.3775),(KneeRight,Tracked,0.06510619,-0.6968201,2.103581,269.8652,329.2418),(AnkleRight,Tracked,0.03257282,-0.8709244,2.188309,263.9392,354.0023),(FootRight,Tracked,0.02532233,-0.9557969,2.149029,262.7928,371.2701),(SpineShoulder,Tracked,-0.04501873,0.2201468,2.155194,250.7695,169.4483),(HandTipLeft,Tracked,-0.2394773,-0.3360842,1.924128,212.6262,271.2507),(ThumbLeft,Tracked,-0.2894863,-0.2885029,1.944,203.6313,261.5779),(HandTipRight,Tracked,0.2141727,-0.3828353,2.001076,297.8415,277.3869),(ThumbRight,Tracked,0.1512155,-0.2782446,2.0768,285.2007,256.1976)
33963,5,5465,(SpineBase,Tracked,-0.01880861,-0.3434104,2.135785,255.2023,266.0632),(SpineMid,Tracked,-0.03395768,-0.01774604,2.152116,252.6508,209.981),(Neck,Tracked,-0.04874511,0.2973158,2.154103,250.1249,156.2409),(Head,Tracked,-0.04571612,0.4378446,2.161001,250.6547,132.3958),(ShoulderLeft,Tracked,-0.2106972,0.1866214,2.126539,222.0395,174.7151),(ElbowLeft,Tracked,-0.2317144,-0.07489947,2.075673,217.4395,220.2087),(WristLeft,Tracked,-0.2506902,-0.2790564,1.987863,212.0494,258.5952),(HandLeft,Tracked,-0.252707,-0.3050841,1.965008,211.1168,264.0869),(ShoulderRight,Tracked,0.1241478,0.1834664,2.160955,279.5343,175.7819),(ElbowRight,Tracked,0.1764255,-0.05712706,2.133437,288.7966,216.7855),(WristRight,Tracked,0.2242959,-0.2475002,2.025511,299.1506,251.8785),(HandRight,Tracked,0.2200226,-0.2950441,1.995582,298.993,261.3367),(HipLeft,Tracked,-0.09563965,-0.3396746,2.088247,241.6004,266.7622),(KneeLeft,Tracked,-0.1267563,-0.7021941,2.029433,235.3745,334.7297),(AnkleLeft,Tracked,-0.1247535,-0.8645309,2.123924,236.7368,357.3547),(FootLeft,Tracked,-0.1185279,-0.949307,2.085088,237.4416,375.1318),(HipRight,Tracked,0.05858921,-0.3350221,2.108233,268.6558,265.3734),(KneeRight,Tracked,0.06518524,-0.6967809,2.103846,269.8776,329.2194),(AnkleRight,Tracked,0.03258697,-0.8703372,2.188439,263.9412,353.8942),(FootRight,Tracked,0.02503623,-0.9552097,2.149435,262.7429,371.1386),(SpineShoulder,Tracked,-0.04513853,0.2199793,2.156068,250.7523,169.4921),(HandTipLeft,Tracked,-0.2693646,-0.3680337,1.980171,208.3461,275.3987),(ThumbLeft,Tracked,-0.2216967,-0.328189,1.9976,217.6047,267.4057),(HandTipRight,Tracked,0.2136642,-0.3673156,1.971625,298.3312,275.5345),(ThumbRight,Tracked,0.1850094,-0.2960807,1.968759,292.9981,262.2617)
33964,5,5512,(SpineBase,Tracked,-0.01879449,-0.3434364,2.135848,255.2048,266.0659),(SpineMid,Tracked,-0.03398995,-0.01779384,2.152357,252.646,209.9888),(Neck,Tracked,-0.04883371,0.29726,2.154565,250.1116,156.2614),(Head,Tracked,-0.04565863,0.4378873,2.161446,250.6661,132.4039),(ShoulderLeft,Tracked,-0.2106358,0.1865005,2.126592,222.0511,174.7368),(ElbowLeft,Tracked,-0.2316543,-0.07684304,2.074944,217.4355,220.5574),(WristLeft,Tracked,-0.2498897,-0.2803339,1.985216,212.1353,258.9014),(HandLeft,Tracked,-0.2435922,-0.2925441,1.950755,212.498,262.1298),(ShoulderRight,Tracked,0.1242504,0.1832493,2.161098,279.5503,175.8209),(ElbowRight,Tracked,0.1758136,-0.05492165,2.131907,288.7128,216.4127),(WristRight,Tracked,0.2245462,-0.2429079,2.019829,299.3096,251.1678),(HandRight,Tracked,0.219529,-0.2929183,1.986101,299.095,261.2025),(HipLeft,Tracked,-0.09562729,-0.3397007,2.088298,241.6029,266.7654),(KneeLeft,Tracked,-0.1268033,-0.7022242,2.029772,235.3699,334.7138),(AnkleLeft,Tracked,-0.1312994,-0.9340758,2.114067,235.4945,370.1896),(FootLeft,Inferred,-0.0830676,-0.8403724,2.118473,243.9521,353.5215),(HipRight,Tracked,0.05860547,-0.3350447,2.108293,268.6583,265.3757),(KneeRight,Tracked,0.06517985,-0.6968308,2.103673,269.8776,329.2383),(AnkleRight,Tracked,0.03262214,-0.8712944,2.188767,263.9464,354.0341),(FootRight,Tracked,0.02671962,-0.956307,2.150997,263.0289,371.2076),(SpineShoulder,Tracked,-0.04521293,0.2199235,2.156474,250.741,169.5086),(HandTipLeft,Tracked,-0.2390877,-0.3392309,1.933173,212.9145,271.5494),(ThumbLeft,Tracked,-0.2872586,-0.3035436,1.954556,204.3418,264.1205),(HandTipRight,Tracked,0.2128051,-0.3640676,1.963628,298.3318,275.2036),(ThumbRight,Tracked,0.1812435,-0.2839948,1.963308,292.384,260.144)
33965,5,5545,(SpineBase,Tracked,-0.0188263,-0.3434747,2.135925,255.1994,266.0704),(SpineMid,Tracked,-0.03399065,-0.01782322,2.152467,252.6461,209.9936),(Neck,Tracked,-0.04877931,0.2972468,2.154685,250.1213,156.2665),(Head,Tracked,-0.04556532,0.4378534,2.161677,250.6828,132.4177),(ShoulderLeft,Tracked,-0.210484,0.1864447,2.126803,222.081,174.7497),(ElbowLeft,Tracked,-0.2316646,-0.07715873,2.075026,217.4352,220.6128),(WristLeft,Tracked,-0.2604195,-0.2962098,2.000536,210.544,261.4338),(HandLeft,Tracked,-0.2482916,-0.2989982,1.970571,212.0801,262.7829),(ShoulderRight,Tracked,0.1242906,0.1832031,2.161093,279.5572,175.8287),(ElbowRight,Tracked,0.1761181,-0.05256234,2.128901,288.808,216.0192),(WristRight,Tracked,0.2251655,-0.2380772,2.012491,299.5709,250.4456),(HandRight,Tracked,0.219709,-0.2877562,1.975165,299.3526,260.5402),(HipLeft,Tracked,-0.09564827,-0.3397333,2.088365,241.5998,266.7692),(KneeLeft,Tracked,-0.1267773,-0.7022574,2.029759,235.3744,334.7207),(AnkleLeft,Tracked,-0.1313594,-0.9345589,2.112986,235.4723,370.3568),(FootLeft,Inferred,-0.09514408,-0.8392043,2.125678,241.9023,352.8207),(HipRight,Tracked,0.05856928,-0.335085,2.108362,268.6517,265.3808),(KneeRight,Tracked,0.06527343,-0.6968336,2.10403,269.8921,329.2179),(AnkleRight,Tracked,0.03235053,-0.8717294,2.188771,263.9005,354.1074),(FootRight,Tracked,0.0269335,-0.9567574,2.150892,263.0658,371.2927),(SpineShoulder,Tracked,-0.04517396,0.2199057,2.156592,250.7481,169.5137),(HandTipLeft,Tracked,-0.2453669,-0.3404305,1.944167,211.9816,271.4132),(ThumbLeft,Tracked,-0.1756165,-0.3025034,2.035909,226.7218,261.5904),(HandTipRight,Tracked,0.2121609,-0.3603916,1.949545,298.4981,275.002),(ThumbRight,Tracked,0.1834301,-0.2869124,1.948639,293.0547,261.0991)
33966,5,5706,(SpineBase,Tracked,-0.01893601,-0.3436178,2.136371,255.1812,266.0827),(SpineMid,Tracked,-0.03428711,-0.01779531,2.153299,252.5979,209.9877),(Neck,Tracked,-0.04919216,0.2976034,2.155956,250.0558,156.2355),(Head,Tracked,-0.04556647,0.4378164,2.163433,250.6889,132.4848),(ShoulderLeft,Tracked,-0.2105397,0.186339,2.126852,222.0722,174.7687),(ElbowLeft,Tracked,-0.2329952,-0.07447279,2.074664,217.1923,220.1398),(WristLeft,Tracked,-0.2584603,-0.2867385,1.998527,210.8614,259.7395),(HandLeft,Tracked,-0.2486913,-0.2982796,1.967059,211.9223,262.7485),(ShoulderRight,Tracked,0.1255179,0.1821324,2.161316,279.7635,176.0139),(ElbowRight,Tracked,0.178714,-0.02944147,2.1048,289.6083,212.0905),(WristRight,Tracked,0.228809,-0.1893102,1.947993,301.6101,242.6739),(HandRight,Tracked,0.2318715,-0.2449116,1.900033,303.3185,254.3586),(HipLeft,Tracked,-0.09571896,-0.3399401,2.089163,241.5938,266.7828),(KneeLeft,Tracked,-0.1266267,-0.7024497,2.029719,235.4013,334.7584),(AnkleLeft,Tracked,-0.1247091,-0.8632198,2.120347,236.7079,357.3799),(FootLeft,Tracked,-0.1213218,-0.9481673,2.084838,236.944,374.9508),(HipRight,Tracked,0.05844859,-0.3351664,2.108538,268.6298,265.3901),(KneeRight,Tracked,0.06633012,-0.6969203,2.103913,270.0782,329.2402),(AnkleRight,Tracked,0.03224079,-0.8708667,2.188662,263.8822,353.9688),(FootRight,Tracked,0.02819747,-0.9558447,2.14823,263.2889,371.3391),(SpineShoulder,Tracked,-0.04556536,0.220165,2.157746,250.6856,169.4896),(HandTipLeft,Tracked,-0.2368941,-0.3373388,1.924763,213.1357,271.4689),(ThumbLeft,Tracked,-0.1770855,-0.3015517,2.033762,226.4227,261.4762),(HandTipRight,Tracked,0.2285384,-0.3109991,1.866422,303.5031,268.279),(ThumbRight,Tracked,0.1923312,-0.2428563,1.875679,296.1377,254.5571)
33968,5,5836,(SpineBase,Tracked,-0.01906417,-0.3438823,2.137493,255.1609,266.0973),(SpineMid,Tracked,-0.0346571,-0.01799011,2.155151,252.5399,210.0183),(Neck,Tracked,-0.04971345,0.297498,2.15841,249.9766,156.3112),(Head,Tracked,-0.04599313,0.4376017,2.165102,250.6224,132.5792),(ShoulderLeft,Tracked,-0.2115164,0.1864723,2.128552,221.9325,174.7712),(ElbowLeft,Tracked,-0.2330917,-0.07412413,2.075181,217.1856,220.0748),(WristLeft,Tracked,-0.2455405,-0.2762452,1.980794,212.8426,258.2547),(HandLeft,Tracked,-0.246724,-0.2876718,1.968739,212.3355,260.7117),(ShoulderRight,Tracked,0.1257869,0.1821162,2.160765,279.8146,176.0087),(ElbowRight,Tracked,0.1967352,-0.01217678,2.064728,293.4221,209.121),(WristRight,Tracked,0.2401228,-0.136067,1.878899,305.4051,233.5691),(HandRight,Tracked,0.2477528,-0.1791314,1.823636,308.3893,243.0707),(HipLeft,Tracked,-0.09582055,-0.3403292,2.090737,241.5885,266.8063),(KneeLeft,Tracked,-0.12628,-0.7028031,2.029576,235.4628,334.832),(AnkleLeft,Tracked,-0.1289438,-0.9352684,2.112494,235.8895,370.5186),(FootLeft,Inferred,-0.07369141,-0.8592344,2.135498,245.6896,355.6201),(HipRight,Tracked,0.05832122,-0.3353219,2.109194,268.6044,265.3991),(KneeRight,Tracked,0.06779622,-0.6970623,2.104286,270.3333,329.2436),(AnkleRight,Tracked,0.03200601,-0.8715273,2.189093,263.8416,354.0515),(FootRight,Tracked,0.02770584,-0.9564645,2.148286,263.2042,371.4409),(SpineShoulder,Tracked,-0.04605397,0.2200366,2.160062,250.6109,169.5517),(HandTipLeft,Tracked,-0.238517,-0.3380718,1.934964,213.0662,271.2677),(ThumbLeft,Tracked,-0.2843443,-0.3453557,1.999297,206.0753,270.5558),(HandTipRight,Tracked,0.2514486,-0.2354658,1.77849,310.4545,255.6645),(ThumbRight,Tracked,0.2063874,-0.1799778,1.798687,300.6119,243.7317)
33969,5,5915,(SpineBase,Tracked,-0.01901586,-0.3439222,2.137688,255.1695,266.0987),(SpineMid,Tracked,-0.03471829,-0.01802292,2.155504,252.5305,210.0233),(Neck,Tracked,-0.04990254,0.297471,2.158925,249.9465,156.3279),(Head,Tracked,-0.04665039,0.4376492,2.166497,250.5158,132.6192),(ShoulderLeft,Tracked,-0.2115527,0.1863956,2.128566,221.9265,174.7847),(ElbowLeft,Tracked,-0.2331991,-0.07409193,2.075278,217.1685,220.0685),(WristLeft,Tracked,-0.2458919,-0.2761028,1.980664,212.7743,258.2317),(HandLeft,Tracked,-0.2453114,-0.2862813,1.966802,212.5552,260.5034),(ShoulderRight,Tracked,0.1258595,0.1825665,2.159085,279.8437,175.9079),(ElbowRight,Tracked,0.2038608,-0.0003985261,2.045274,295.0363,207.0273),(WristRight,Tracked,0.2420671,-0.09789824,1.842595,306.7128,226.4788),(HandRight,Tracked,0.251778,-0.136265,1.782778,310.3557,235.0534),(HipLeft,Tracked,-0.09576355,-0.3404661,2.091085,241.6014,266.8204),(KneeLeft,Tracked,-0.1259858,-0.7029524,2.029795,235.5188,334.8454),(AnkleLeft,Tracked,-0.1300328,-0.935361,2.112785,235.7022,370.5121),(FootLeft,Inferred,-0.06364665,-0.8689898,2.133819,247.4187,357.4284),(HipRight,Tracked,0.05836122,-0.3353175,2.109294,268.6109,265.3956),(KneeRight,Tracked,0.06864306,-0.6969789,2.104851,270.4786,329.1959),(AnkleRight,Tracked,0.03189994,-0.8712289,2.189192,263.8234,353.9943),(FootRight,Tracked,0.02793497,-0.956215,2.148919,263.2422,371.35),(SpineShoulder,Tracked,-0.04620828,0.2200084,2.160537,250.5864,169.5647),(HandTipLeft,Tracked,-0.2405852,-0.3370302,1.934896,212.6709,271.0721),(ThumbLeft,Tracked,-0.1768066,-0.2835655,2.039112,226.563,258.08),(HandTipRight,Tracked,0.2565639,-0.1839654,1.733379,312.8781,245.9902),(ThumbRight,Tracked,0.2119785,-0.1419831,1.759762,302.7054,236.605)
33970,5,5953,(SpineBase,Tracked,-0.01913566,-0.3440071,2.137979,255.1494,266.1053),(SpineMid,Tracked,-0.0348547,-0.0180843,2.155838,252.5082,210.0333),(Neck,Tracked,-0.05002446,0.2974303,2.159241,249.927,156.3423),(Head,Tracked,-0.04696881,0.4375533,2.167081,250.4639,132.6556),(ShoulderLeft,Tracked,-0.2116835,0.1864539,2.128767,221.9073,174.7776),(ElbowLeft,Tracked,-0.233304,-0.07399325,2.075316,217.1506,220.0508),(WristLeft,Tracked,-0.245884,-0.2760133,1.980704,212.7767,258.214),(HandLeft,Tracked,-0.2479078,-0.2878459,1.966587,212.0628,260.804),(ShoulderRight,Tracked,0.1253403,0.1831817,2.156186,279.7842,175.7612),(ElbowRight,Tracked,0.2087542,0.007753661,2.033648,296.1309,205.5558),(WristRight,Tracked,0.2422753,-0.07207918,1.82226,307.2904,221.4894),(HandRight,Tracked,0.2531171,-0.115927,1.762981,311.2147,231.1267),(HipLeft,Tracked,-0.09595916,-0.3406101,2.091542,241.5706,266.8328),(KneeLeft,Tracked,-0.1259157,-0.703105,2.029994,235.5337,334.8607),(AnkleLeft,Tracked,-0.1298439,-0.9355716,2.11285,235.7359,370.5438),(FootLeft,Inferred,-0.08616752,-0.8482428,2.132158,243.5079,353.9456),(HipRight,Tracked,0.05830947,-0.33535,2.10942,268.6013,265.3977),(KneeRight,Tracked,0.06985149,-0.6970015,2.104701,270.6915,329.2088),(AnkleRight,Tracked,0.0318735,-0.8714923,2.189515,263.8181,354.0172),(FootRight,Tracked,0.0275052,-0.9563611,2.147723,263.171,371.4662),(SpineShoulder,Tracked,-0.04633512,0.2199629,2.160861,250.566,169.578),(HandTipLeft,Tracked,-0.2394109,-0.3366337,1.934572,212.8873,271.0066),(ThumbLeft,Tracked,-0.2844377,-0.3464815,2.001539,206.1165,270.692),(HandTipRight,Tracked,0.2577328,-0.1537298,1.705769,314.0029,240.0976),(ThumbRight,Tracked,0.2376069,-0.0944591,1.725833,309.0362,227.0701)
33971,5,6028,(SpineBase,Tracked,-0.01908473,-0.3440421,2.138115,255.1583,266.1075),(SpineMid,Tracked,-0.03516214,-0.01810854,2.156403,252.4574,210.0366),(Neck,Tracked,-0.05110731,0.2973775,2.160754,249.7488,156.3868),(Head,Tracked,-0.04797108,0.4374418,2.168035,250.2973,132.7074),(ShoulderLeft,Tracked,-0.2117735,0.1863254,2.129073,221.8971,174.8044),(ElbowLeft,Tracked,-0.2333851,-0.07477933,2.075677,217.1434,220.1876),(WristLeft,Tracked,-0.2464711,-0.2764741,1.980378,212.6597,258.3085),(HandLeft,Tracked,-0.245861,-0.2872785,1.967666,212.472,260.667),(ShoulderRight,Tracked,0.1232161,0.1853716,2.151721,279.4662,175.3226),(ElbowRight,Tracked,0.2126897,0.02475218,2.012484,297.2477,202.4394),(WristRight,Tracked,0.2442115,-0.02942411,1.792536,308.4958,212.9869),(HandRight,Tracked,0.2511495,-0.07243313,1.730321,311.7846,222.3408),(HipLeft,Tracked,-0.09590159,-0.3408149,2.092166,241.5858,266.8509),(KneeLeft,Tracked,-0.1255213,-0.7033263,2.030433,235.6104,334.8733),(AnkleLeft,Tracked,-0.1303605,-0.9342399,2.116868,235.6886,370.0032),(FootLeft,Inferred,-0.09168003,-0.831497,2.11033,242.3886,352.5314),(HipRight,Tracked,0.05836932,-0.3353033,2.109346,268.6121,265.3916),(KneeRight,Tracked,0.06971246,-0.6968814,2.105315,270.6635,329.1517),(AnkleRight,Tracked,0.03182208,-0.8713636,2.189435,263.8097,354.0008),(FootRight,Tracked,0.02722303,-0.9562011,2.147343,263.1233,371.4677),(SpineShoulder,Tracked,-0.04718872,0.2199205,2.162097,250.4255,169.6066),(HandTipLeft,Tracked,-0.2417504,-0.3346899,1.935632,212.4676,270.6015),(ThumbLeft,Tracked,-0.1762749,-0.2846523,2.0383,226.6459,258.2969),(HandTipRight,Tracked,0.2557239,-0.1022882,1.672405,314.6546,229.4415),(ThumbRight,Tracked,0.2215212,-0.05448647,1.713212,305.9434,218.6401)
33973,5,6147,(SpineBase,Tracked,-0.01899932,-0.3436764,2.138381,255.1734,266.0371),(SpineMid,Tracked,-0.03546039,-0.01780813,2.157354,252.4093,209.9842),(Neck,Tracked,-0.05170392,0.297507,2.16249,249.6544,156.4054),(Head,Tracked,-0.04956438,0.4372779,2.170348,250.0359,132.8148),(ShoulderLeft,Tracked,-0.2129933,0.185689,2.131735,221.7324,174.9542),(ElbowLeft,Tracked,-0.2331434,-0.07378463,2.076981,217.2123,220.0033),(WristLeft,Tracked,-0.2466383,-0.2752535,1.981202,212.6482,258.0599),(HandLeft,Tracked,-0.2467569,-0.2873907,1.96474,212.2351,260.7689),(ShoulderRight,Tracked,0.1167424,0.1937604,2.143553,278.438,173.7639),(ElbowRight,Tracked,0.2118824,0.06831974,1.972736,297.8837,194.2374),(WristRight,Tracked,0.2349009,0.04052257,1.718727,308.6566,198.2929),(HandRight,Tracked,0.2440523,0.005164973,1.673988,312.0155,205.8219),(HipLeft,Tracked,-0.09595071,-0.3405933,2.093609,241.5888,266.7704),(KneeLeft,Tracked,-0.1249695,-0.7031248,2.031063,235.7179,334.7964),(AnkleLeft,Tracked,-0.1310831,-0.9347212,2.115844,235.5515,370.1654),(FootLeft,Inferred,-0.08160487,-0.836444,2.106632,244.1272,353.6567),(HipRight,Tracked,0.05876979,-0.334453,2.108495,268.6859,265.2665),(KneeRight,Tracked,0.06926487,-0.6958382,2.10643,270.5784,328.9026),(AnkleRight,Tracked,0.03276903,-0.8700268,2.189187,263.9701,353.7914),(FootRight,Tracked,0.02611977,-0.9547648,2.146956,262.9343,371.2512),(SpineShoulder,Tracked,-0.04772063,0.2201042,2.163638,250.341,169.602),(HandTipLeft,Tracked,-0.2399695,-0.3392871,1.934913,212.7876,271.5021),(ThumbLeft,Tracked,-0.283298,-0.3457978,2.001459,206.3249,270.5678),(HandTipRight,Tracked,0.2441633,-0.01743791,1.613737,314.0482,210.9273),(ThumbRight,Tracked,0.2888868,-0.02108572,1.6615,322.3762,211.6225)
